Issue Type,Dataset ID,Metadata ID,Submitter,Submission Date & Time,Title
DUPLICATE DATASET,8133,MF-634062567,arc,2021-02-24 00:00:00+00:00,Micrometeorite Collection and Investigations from Pristine Environments of Antarctica
DUPLICATE DATASET,644,NULL,V Samy,2021-02-24 00:00:00+00:00,Micrometeorite Collection and Investigations from Pristine Environments of Antarctica
DUPLICATE DATASET,645,NULL,V Samy,2021-02-24 00:00:00+00:00,Large scale Topographical Mapping and Geophysical studies for Neo-tectonics & Monitoring Inter-plate movement of Antarctica plate with respect to the Indian Plate
DUPLICATE DATASET,8134,MF-1399059381,arc,2021-02-24 00:00:00+00:00,Large scale Topographical Mapping and Geophysical studies for Neo-tectonics & Monitoring Inter-plate movement of Antarctica plate with respect to the Indian Plate
DUPLICATE DATASET,641,NULL,V Samy,2021-02-24 00:00:00+00:00,"Monitoring of Dakshin Gangotri glacier snout and snow accumulation / ablation on parts of ice sheet and ice shelf in central Dronning Maud Land, East Antarctica"
DUPLICATE DATASET,8130,MF-1287742935,arc,2021-02-24 00:00:00+00:00,"Monitoring of Dakshin Gangotri glacier snout and snow accumulation / ablation on parts of ice sheet and ice shelf in central Dronning Maud Land, East Antarctica"
DUPLICATE DATASET,635,NULL,V Samy,2021-02-24 00:00:00+00:00,Study of Long Path Radio Wave Propagation Characteristics and Theoretical Simulation of Ionospheric Perturbations from Indian Antarctic Station Bharati.
DUPLICATE DATASET,8124,MF-846106429,arc,2021-02-24 00:00:00+00:00,Study of Long Path Radio Wave Propagation Characteristics and Theoretical Simulation of Ionospheric Perturbations from Indian Antarctic Station Bharati.
DUPLICATE DATASET,637,NULL,V Samy,2021-02-24 00:00:00+00:00,"Multi-year measurements of mercury in the Antarctic environment: assessing trends in global emissions, fate and transport of mercury, and bioaccumulation in the Antarctic."
DUPLICATE DATASET,8126,MF1883766679,arc,2021-02-24 00:00:00+00:00,"Multi-year measurements of mercury in the Antarctic environment: assessing trends in global emissions, fate and transport of mercury, and bioaccumulation in the Antarctic."
DUPLICATE DATASET,634,NULL,V Samy,2021-02-24 00:00:00+00:00,"Temporal and Spatial Variations of Meteorological Parameters, Energy Fluxes and study of Ice Sheet Dynamics using Remote Sensing and In situ Measurements"
DUPLICATE DATASET,8123,MF-1042478008,arc,2021-02-24 00:00:00+00:00,"Temporal and Spatial Variations of Meteorological Parameters, Energy Fluxes and study of Ice Sheet Dynamics using Remote Sensing and In situ Measurements"
DUPLICATE DATASET,638,NULL,V Samy,2021-02-24 00:00:00+00:00,"Studies on Diversity of Bryophytes of Larsemann Hills, East Antarctica."
DUPLICATE DATASET,8127,MF1087509904,arc,2021-02-24 00:00:00+00:00,"Studies on Diversity of Bryophytes of Larsemann Hills, East Antarctica."
DUPLICATE DATASET,8125,MF-1066857516,arc,2021-02-24 00:00:00+00:00,Study of snow melt/freeze dynamics in Antarctica using space based and ground based observations
DUPLICATE DATASET,636,NULL,V Samy,2021-02-24 00:00:00+00:00,Study of snow melt/freeze dynamics in Antarctica using space based and ground based observations
DUPLICATE DATASET,643,NULL,V Samy,2021-02-24 00:00:00+00:00,Hydrographic Survey : Off Princess Astrid Coast and Larsemann Hills (2015-2016)
DUPLICATE DATASET,8132,MF-193890643,arc,2021-02-24 00:00:00+00:00,Hydrographic Survey : Off Princess Astrid Coast and Larsemann Hills (2015-2016)
DUPLICATE DATASET,652,NULL,V Samy,2021-02-24 00:00:00+00:00,Study of melt/freeze dynamics in Antarctica and sea-ice characterization using space based and ground based observations
DUPLICATE DATASET,8141,MF1031906638,arc,2021-02-24 00:00:00+00:00,Study of melt/freeze dynamics in Antarctica and sea-ice characterization using space based and ground based observations
DUPLICATE DATASET,639,NULL,V Samy,2021-02-24 00:00:00+00:00,"Measurement of Radiation Level due to Cosmic Rays and Terrestrial Radiation at and around Bharati Station, Antarctica"
DUPLICATE DATASET,8128,MF1304977038,arc,2021-02-24 00:00:00+00:00,"Measurement of Radiation Level due to Cosmic Rays and Terrestrial Radiation at and around Bharati Station, Antarctica"
DUPLICATE DATASET,8136,MF1276469964,arc,2021-02-24 00:00:00+00:00,"Relationship between the paragneiss and orthogneiss in the Larsemann Hills, Antarctica"
DUPLICATE DATASET,647,NULL,V Samy,2021-02-24 00:00:00+00:00,"Relationship between the paragneiss and orthogneiss in the Larsemann Hills, Antarctica"
DUPLICATE DATASET,649,NULL,V Samy,2021-02-24 00:00:00+00:00,Optimization of resources for Indian Antarctic Expeditions through Inventory Management Techniques
DUPLICATE DATASET,8138,MF1890456615,arc,2021-02-24 00:00:00+00:00,Optimization of resources for Indian Antarctic Expeditions through Inventory Management Techniques
DUPLICATE DATASET,8139,MF-1411393709,arc,2021-02-24 00:00:00+00:00,Tracking Motion of Antarctic Plate and Total Electron content using GPS data
DUPLICATE DATASET,650,NULL,V Samy,2021-02-24 00:00:00+00:00,Tracking Motion of Antarctic Plate and Total Electron content using GPS data
DUPLICATE DATASET,8140,MF683241406,arc,2021-02-24 00:00:00+00:00,"Pharmaceuticals and personal care products in the sewage effluents and adjacent sea waters in the Antarctic specially managed area (no. 6), Larsemann Hills, East Antarctica"
DUPLICATE DATASET,651,NULL,V Samy,2021-02-24 00:00:00+00:00,"Pharmaceuticals and personal care products in the sewage effluents and adjacent sea waters in the Antarctic specially managed area (no. 6), Larsemann Hills, East Antarctica"
DUPLICATE DATASET,8131,MF1511799197,arc,2021-02-24 00:00:00+00:00,"Provenance and depositional environment of lake sediments from Larsemann Hills area and Schirmacher Oasis, East Antarctica vis-a-vis geochemistry, heavy minerals and sedimentology"
DUPLICATE DATASET,642,NULL,V Samy,2021-02-24 00:00:00+00:00,"Provenance and depositional environment of lake sediments from Larsemann Hills area and Schirmacher Oasis, East Antarctica vis-a-vis geochemistry, heavy minerals and sedimentology"
DUPLICATE DATASET,8117,MF-1025844776,arc,2021-02-23 00:00:00+00:00,"Recessional history of the Polar Ice sheet in the Schirmacher Oasis, East Antarctica"
DUPLICATE DATASET,628,NULL,V Samy,2021-02-23 00:00:00+00:00,"Recessional history of the Polar Ice sheet in the Schirmacher Oasis, East Antarctica"
DUPLICATE DATASET,8122,MF-2101208991,arc,2021-02-23 00:00:00+00:00,Measurements of Atmospheric Black Carbon (BC) and GHGs at Antarctica on a Long-Term Basis
DUPLICATE DATASET,633,NULL,V Samy,2021-02-23 00:00:00+00:00,Measurements of Atmospheric Black Carbon (BC) and GHGs at Antarctica on a Long-Term Basis
DUPLICATE DATASET,8120,MF1320263485,arc,2021-02-23 00:00:00+00:00,Aerosol radiation forcing over the Antarctica region: impact of transported BC and dust aerosol and its morphology and mineralogical content
DUPLICATE DATASET,631,NULL,V Samy,2021-02-23 00:00:00+00:00,Aerosol radiation forcing over the Antarctica region: impact of transported BC and dust aerosol and its morphology and mineralogical content
DUPLICATE DATASET,632,NULL,V Samy,2021-02-23 00:00:00+00:00,Ionizing Radiation at Aviation Altitude in Relation to GCR and Space Weather Events
DUPLICATE DATASET,8121,MF487729567,arc,2021-02-23 00:00:00+00:00,Ionizing Radiation at Aviation Altitude in Relation to GCR and Space Weather Events
DUPLICATE DATASET,629,NULL,V Samy,2021-02-23 00:00:00+00:00,"Mapping and petrological study of lamprophyres of Schirmacher Range, East Antarctica to constrain their genesis"
DUPLICATE DATASET,8118,MF-923833382,arc,2021-02-23 00:00:00+00:00,"Mapping and petrological study of lamprophyres of Schirmacher Range, East Antarctica to constrain their genesis"
DUPLICATE DATASET,630,NULL,V Samy,2021-02-23 00:00:00+00:00,Response of sub-Auroral Ionosphere to the space-weather events.
DUPLICATE DATASET,8119,MF1132338669,arc,2021-02-23 00:00:00+00:00,Response of sub-Auroral Ionosphere to the space-weather events.
DUPLICATE DATASET,627,NULL,V Samy,2021-02-23 00:00:00+00:00,Variability of remote sensing reflectance of the waters around Antarctic continent implications to retrieval of chlorophyll-a from an optical sensor for studying biogeochemical cycle in the high latitude waters
DUPLICATE DATASET,8116,MF1366409930,arc,2021-02-23 00:00:00+00:00,Variability of remote sensing reflectance of the waters around Antarctic continent implications to retrieval of chlorophyll-a from an optical sensor for studying biogeochemical cycle in the high latitude waters
DUPLICATE DATASET,8102,MF-1880661305,arc,2021-02-22 00:00:00+00:00,"Study of Polar Sea Ice and Ice Shelf Dynamics Using Satellite Data, In-situ Observations and Numerical Models"
DUPLICATE DATASET,613,NULL,V Samy,2021-02-22 00:00:00+00:00,"Study of Polar Sea Ice and Ice Shelf Dynamics Using Satellite Data, In-situ Observations and Numerical Models"
DUPLICATE DATASET,8104,MF440722303,arc,2021-02-22 00:00:00+00:00,Response of High Latitute Ionosphere to the Sub-Stroms and Storms
DUPLICATE DATASET,615,NULL,V Samy,2021-02-22 00:00:00+00:00,Response of High Latitute Ionosphere to the Sub-Stroms and Storms
DUPLICATE DATASET,8106,MF121862946,arc,2021-02-22 00:00:00+00:00,Climate Change Research and Space Weather Studies
DUPLICATE DATASET,617,NULL,V Samy,2021-02-22 00:00:00+00:00,Climate Change Research and Space Weather Studies
DUPLICATE DATASET,8109,MF2127039461,arc,2021-02-22 00:00:00+00:00,"The consequences of Antarctic conditions and ship voyage: Immunological, Haematological and Genomic responses in Indian expeditioners"
DUPLICATE DATASET,620,NULL,V Samy,2021-02-22 00:00:00+00:00,"The consequences of Antarctic conditions and ship voyage: Immunological, Haematological and Genomic responses in Indian expeditioners"
DUPLICATE DATASET,8108,MF-634744977,arc,2021-02-22 00:00:00+00:00,Environmental Toxicological Studies on Schirmacher (Maitri) Station in Antarctic Region.
DUPLICATE DATASET,619,NULL,V Samy,2021-02-22 00:00:00+00:00,Environmental Toxicological Studies on Schirmacher (Maitri) Station in Antarctic Region.
DUPLICATE DATASET,623,NULL,V Samy,2021-02-22 00:00:00+00:00,Investigating the India Antarctic connection through  paleomagnetism and geochronology of the Vestfold Hills dykes
DUPLICATE DATASET,8112,MF1031837582,arc,2021-02-22 00:00:00+00:00,Investigating the India Antarctic connection through  paleomagnetism and geochronology of the Vestfold Hills dykes
DUPLICATE DATASET,614,NULL,V Samy,2021-02-22 00:00:00+00:00,Reactive trace gases and their linkages to marine biogeochemistry.
DUPLICATE DATASET,8103,MF-609131509,arc,2021-02-22 00:00:00+00:00,Reactive trace gases and their linkages to marine biogeochemistry.
DUPLICATE DATASET,624,NULL,V Samy,2021-02-22 00:00:00+00:00,Estimation of be in Polar regions-Paleooceanographic Implications
DUPLICATE DATASET,8113,MF-838389367,arc,2021-02-22 00:00:00+00:00,Estimation of be in Polar regions-Paleooceanographic Implications
DUPLICATE DATASET,612,NULL,V Samy,2021-02-22 00:00:00+00:00,"Observation of Meteorological Parameter, Solar Radiation and Ozone"
DUPLICATE DATASET,8101,MF-2115775438,arc,2021-02-22 00:00:00+00:00,"Observation of Meteorological Parameter, Solar Radiation and Ozone"
DUPLICATE DATASET,626,NULL,V Samy,2021-02-22 00:00:00+00:00,Studies on phytoplankton diversity of Antarctica with special reference to diatoms as indicators of carbon sequestration potential and climate change
DUPLICATE DATASET,8115,MF-414760406,arc,2021-02-22 00:00:00+00:00,Studies on phytoplankton diversity of Antarctica with special reference to diatoms as indicators of carbon sequestration potential and climate change
DUPLICATE DATASET,625,NULL,V Samy,2021-02-22 00:00:00+00:00,"Detailed mapping and tectono-metamorphic evolution of the southern part of Broknes Peninsula, Larsemann Hills, East Antarctica."
DUPLICATE DATASET,8114,MF328781258,arc,2021-02-22 00:00:00+00:00,"Detailed mapping and tectono-metamorphic evolution of the southern part of Broknes Peninsula, Larsemann Hills, East Antarctica."
DUPLICATE DATASET,622,NULL,V Samy,2021-02-22 00:00:00+00:00,Hydrographic and Oceanographic Survey
DUPLICATE DATASET,8111,MF199516169,arc,2021-02-22 00:00:00+00:00,Hydrographic and Oceanographic Survey
DUPLICATE DATASET,621,NULL,V Samy,2021-02-22 00:00:00+00:00,Antarctic cryospheric process studies and climate change reconstruction using snow and ice core records.
DUPLICATE DATASET,8110,MF-1812331391,arc,2021-02-22 00:00:00+00:00,Antarctic cryospheric process studies and climate change reconstruction using snow and ice core records.
DUPLICATE DATASET,8094,MF-1484746657,arc,2021-02-19 00:00:00+00:00,Meteorite search in Antarctica
DUPLICATE DATASET,605,NULL,V Samy,2021-02-19 00:00:00+00:00,Meteorite search in Antarctica
DUPLICATE DATASET,590,NULL,V Samy,2021-02-18 00:00:00+00:00,Meteorite search in Antarctica
DUPLICATE DATASET,8079,MF-1599484115,arc,2021-02-18 00:00:00+00:00,Meteorite search in Antarctica
DUPLICATE DATASET,610,NULL,V Samy,2021-02-19 00:00:00+00:00,Antarctic cryospheric process studies and climate change reconstruction using snow and ice core records
DUPLICATE DATASET,8099,MF219206269,arc,2021-02-19 00:00:00+00:00,Antarctic cryospheric process studies and climate change reconstruction using snow and ice core records
DUPLICATE DATASET,8093,MF1442591664,arc,2021-02-19 00:00:00+00:00,"Sedimentology and clay mineralogy of lake sediments  from Schirmacher Range, East Antarctica with  implications on the paleoclimatic history"
DUPLICATE DATASET,604,NULL,V Samy,2021-02-19 00:00:00+00:00,"Sedimentology and clay mineralogy of lake sediments  from Schirmacher Range, East Antarctica with  implications on the paleoclimatic history"
DUPLICATE DATASET,597,NULL,V Samy,2021-02-19 00:00:00+00:00,Assessment of Polar Ice Dynamics Using Remote Sensing Data and In-situ Observations.
DUPLICATE DATASET,8086,MF2087066794,arc,2021-02-19 00:00:00+00:00,Assessment of Polar Ice Dynamics Using Remote Sensing Data and In-situ Observations.
DUPLICATE DATASET,595,NULL,V Samy,2021-02-19 00:00:00+00:00,Climate Change Research and Low Latitude and High Latitude Coupling. (2013- 2014)
DUPLICATE DATASET,8084,MF1984296439,arc,2021-02-19 00:00:00+00:00,Climate Change Research and Low Latitude and High Latitude Coupling. (2013- 2014)
DUPLICATE DATASET,594,NULL,V Samy,2021-02-19 00:00:00+00:00,Impact on Space-weather events on Polar Region Ionosphere
DUPLICATE DATASET,8083,MF-1594940163,arc,2021-02-19 00:00:00+00:00,Impact on Space-weather events on Polar Region Ionosphere
DUPLICATE DATASET,599,NULL,V Samy,2021-02-19 00:00:00+00:00,Long-term monitoring of Wildlife and their habitats  in Antarctica and Southern Indian Ocean
DUPLICATE DATASET,8088,MF-1246064135,arc,2021-02-19 00:00:00+00:00,Long-term monitoring of Wildlife and their habitats  in Antarctica and Southern Indian Ocean
DUPLICATE DATASET,8100,MF-1437212382,arc,2021-02-19 00:00:00+00:00,Biogeochemical studies of blue ice regions in coastal East Antarctica
DUPLICATE DATASET,611,NULL,V Samy,2021-02-19 00:00:00+00:00,Biogeochemical studies of blue ice regions in coastal East Antarctica
DUPLICATE DATASET,8098,MF562848021,arc,2021-02-19 00:00:00+00:00,Biogeochemistry and Paleoenvironmental studies of Larsemann Hills and Prydz Bay: a past-present- future perspective
DUPLICATE DATASET,609,NULL,V Samy,2021-02-19 00:00:00+00:00,Biogeochemistry and Paleoenvironmental studies of Larsemann Hills and Prydz Bay: a past-present- future perspective
DUPLICATE DATASET,600,NULL,V Samy,2021-02-19 00:00:00+00:00,Hydrographic Survey - Off Princess Astrid Coast and Larsemann Hills
DUPLICATE DATASET,8089,MF39785141,arc,2021-02-19 00:00:00+00:00,Hydrographic Survey - Off Princess Astrid Coast and Larsemann Hills
DUPLICATE DATASET,8091,MF496129426,arc,2021-02-19 00:00:00+00:00,"Tectono-metamorphic evolution of the Brattnevet area, Larsemann Hills, East Antarctica."
DUPLICATE DATASET,602,NULL,V Samy,2021-02-19 00:00:00+00:00,"Tectono-metamorphic evolution of the Brattnevet area, Larsemann Hills, East Antarctica."
DUPLICATE DATASET,8097,MF-209217305,arc,2021-02-19 00:00:00+00:00,"Permanent seismological and GPS observatory at Maitri, Antarctica"
DUPLICATE DATASET,608,NULL,V Samy,2021-02-19 00:00:00+00:00,"Permanent seismological and GPS observatory at Maitri, Antarctica"
DUPLICATE DATASET,8085,MF688028764,arc,2021-02-19 00:00:00+00:00,Geophysical Studies at Antarctica
DUPLICATE DATASET,596,NULL,V Samy,2021-02-19 00:00:00+00:00,Geophysical Studies at Antarctica
DUPLICATE DATASET,592,NULL,V Samy,2021-02-19 00:00:00+00:00,Land cover characterization using multi-spectral and hyper- spectral remote sensing
DUPLICATE DATASET,8081,MF-623820900,arc,2021-02-19 00:00:00+00:00,Land cover characterization using multi-spectral and hyper- spectral remote sensing
DUPLICATE DATASET,593,NULL,V Samy,2021-02-19 00:00:00+00:00,To study the Aerosol radiation forcing over the Antarctic region by measuring Aerosol properties and Radiation
DUPLICATE DATASET,8082,MF-820657579,arc,2021-02-19 00:00:00+00:00,To study the Aerosol radiation forcing over the Antarctic region by measuring Aerosol properties and Radiation
DUPLICATE DATASET,598,NULL,V Samy,2021-02-19 00:00:00+00:00,Survey collection and isolation of microalgae and up gradation of National Microalgal bioprospects. Repository with cryophilic microalgae and exploring  their possible bioprospects
DUPLICATE DATASET,8087,MF95918793,arc,2021-02-19 00:00:00+00:00,Survey collection and isolation of microalgae and up gradation of National Microalgal bioprospects. Repository with cryophilic microalgae and exploring  their possible bioprospects
DUPLICATE DATASET,8092,MF1107445805,arc,2021-02-19 00:00:00+00:00,"Glaciological Studies in the Larsemann Hills, East Antarctica for assessing the impact of climate change"
DUPLICATE DATASET,603,NULL,V Samy,2021-02-19 00:00:00+00:00,"Glaciological Studies in the Larsemann Hills, East Antarctica for assessing the impact of climate change"
DUPLICATE DATASET,606,NULL,V Samy,2021-02-19 00:00:00+00:00,"Glaciological Studies in Central Dronning Maud Land, East Antarctica during the 33rd Indian Antarctic Expedition"
DUPLICATE DATASET,8095,MF1549821949,arc,2021-02-19 00:00:00+00:00,"Glaciological Studies in Central Dronning Maud Land, East Antarctica during the 33rd Indian Antarctic Expedition"
DUPLICATE DATASET,8096,MF622714780,arc,2021-02-19 00:00:00+00:00,Large Scale Topographical Mapping and Geophysical Studies for Neo-tectonics & Monitoring Inter-plate movement Studies at Larsemann Hills and   Schirmacher Oasis Region of Antarctica
DUPLICATE DATASET,607,NULL,V Samy,2021-02-19 00:00:00+00:00,Large Scale Topographical Mapping and Geophysical Studies for Neo-tectonics & Monitoring Inter-plate movement Studies at Larsemann Hills and   Schirmacher Oasis Region of Antarctica
DUPLICATE DATASET,8090,MF-1362618173,arc,2021-02-19 00:00:00+00:00,"Geological mapping (1:10000 scale) in the central part  of Schirmacher Range, East Antarctica to constrain  its tectono-metamorphic evolution and place in  Gondwana configuration"
DUPLICATE DATASET,601,NULL,V Samy,2021-02-19 00:00:00+00:00,"Geological mapping (1:10000 scale) in the central part  of Schirmacher Range, East Antarctica to constrain  its tectono-metamorphic evolution and place in  Gondwana configuration"
DUPLICATE DATASET,8059,MF1897826667,arc,2021-02-18 00:00:00+00:00,Temporal and Spatial Variations of Meteorological Parameters and Energy Budget of Different Snow-Ice Media in Antarctica Using Remote Weather Station and Satellite Remote Sensing data
DUPLICATE DATASET,570,NULL,V Samy,2021-02-18 00:00:00+00:00,Temporal and Spatial Variations of Meteorological Parameters and Energy Budget of Different Snow-Ice Media in Antarctica Using Remote Weather Station and Satellite Remote Sensing data
DUPLICATE DATASET,8080,MF-789479398,arc,2021-02-18 00:00:00+00:00,Paleoclimatic Studies from Antarctic Coastal Areas with special reference to Larsemann Hills based on terrestrial and marine records.
DUPLICATE DATASET,591,NULL,V Samy,2021-02-18 00:00:00+00:00,Paleoclimatic Studies from Antarctic Coastal Areas with special reference to Larsemann Hills based on terrestrial and marine records.
DUPLICATE DATASET,589,NULL,V Samy,2021-02-18 00:00:00+00:00,Geological studies in nunataks between Schirmacher Oasis and Wohlthat Mountains to establish the continuation of East African Orogen (EAO) in CDML
DUPLICATE DATASET,8078,MF450834486,arc,2021-02-18 00:00:00+00:00,Geological studies in nunataks between Schirmacher Oasis and Wohlthat Mountains to establish the continuation of East African Orogen (EAO) in CDML
DUPLICATE DATASET,574,NULL,V Samy,2021-02-18 00:00:00+00:00,Climate Change Research and Low Latitude High Latitude Coupling
DUPLICATE DATASET,8063,MF1724791229,arc,2021-02-18 00:00:00+00:00,Climate Change Research and Low Latitude High Latitude Coupling
DUPLICATE DATASET,8061,MF-5491252,arc,2021-02-18 00:00:00+00:00,Observation of Meteorological Parameter & Ozone Observation
DUPLICATE DATASET,572,NULL,V Samy,2021-02-18 00:00:00+00:00,Observation of Meteorological Parameter & Ozone Observation
DUPLICATE DATASET,8062,MF-829547499,arc,2021-02-18 00:00:00+00:00,Geophysical Studies in Antarctica
DUPLICATE DATASET,573,NULL,V Samy,2021-02-18 00:00:00+00:00,Geophysical Studies in Antarctica
DUPLICATE DATASET,8064,MF-2021899210,arc,2021-02-18 00:00:00+00:00,Assessment of Polar ice dynamics using remote sensing and in-situ observations
DUPLICATE DATASET,575,NULL,V Samy,2021-02-18 00:00:00+00:00,Assessment of Polar ice dynamics using remote sensing and in-situ observations
DUPLICATE DATASET,8066,MF-542958239,arc,2021-02-18 00:00:00+00:00,Investigation of solar wind thermospheric - magnetospheric-ionospheric coupling over polar region during high solar activity period with special emphasis on adverse space weather conditions
DUPLICATE DATASET,577,NULL,V Samy,2021-02-18 00:00:00+00:00,Investigation of solar wind thermospheric - magnetospheric-ionospheric coupling over polar region during high solar activity period with special emphasis on adverse space weather conditions
DUPLICATE DATASET,571,NULL,V Samy,2021-02-18 00:00:00+00:00,Observation of Meteorological Parameter and High wind speed recorder
DUPLICATE DATASET,8060,MF1081352705,arc,2021-02-18 00:00:00+00:00,Observation of Meteorological Parameter and High wind speed recorder
DUPLICATE DATASET,8072,MF1929412074,arc,2021-02-18 00:00:00+00:00,Studies on Seismotectonics and Geodynamical Process between Antarctica and southern Indian Peninsula: Continuous Operation of Permanent Seismological Observatory at Maitri.  (2012 -2013)
DUPLICATE DATASET,583,NULL,V Samy,2021-02-18 00:00:00+00:00,Studies on Seismotectonics and Geodynamical Process between Antarctica and southern Indian Peninsula: Continuous Operation of Permanent Seismological Observatory at Maitri.  (2012 -2013)
DUPLICATE DATASET,8073,MF43011722,arc,2021-02-18 00:00:00+00:00,Large Scale Topographical Mapping and Geophysical  Studies for Neo-tectonics & Monitoring Inter-plate movement of Antarctica plate w.r.t. Indian plate
DUPLICATE DATASET,584,NULL,V Samy,2021-02-18 00:00:00+00:00,Large Scale Topographical Mapping and Geophysical  Studies for Neo-tectonics & Monitoring Inter-plate movement of Antarctica plate w.r.t. Indian plate
DUPLICATE DATASET,588,NULL,V Samy,2021-02-18 00:00:00+00:00,"Glaciological Studies in Central Dronning Maud Land, East Antarctica during the 32nd Indian Antarctic Expedition"
DUPLICATE DATASET,8077,MF1547098280,arc,2021-02-18 00:00:00+00:00,"Glaciological Studies in Central Dronning Maud Land, East Antarctica during the 32nd Indian Antarctic Expedition"
DUPLICATE DATASET,8071,MF686030524,arc,2021-02-18 00:00:00+00:00,Studies on Seismotectonics and Geo dynamical Processes between Antarctica and Southern Indian Peninsula: Continuous GPS monitoring between India and Antarctica (2012 -2013)
DUPLICATE DATASET,582,NULL,V Samy,2021-02-18 00:00:00+00:00,Studies on Seismotectonics and Geo dynamical Processes between Antarctica and Southern Indian Peninsula: Continuous GPS monitoring between India and Antarctica (2012 -2013)
DUPLICATE DATASET,585,NULL,V Samy,2021-02-18 00:00:00+00:00,"Hydrographic Survey, Off Princess Astrid Coast and  Larsemann Hills (2012 -2013)"
DUPLICATE DATASET,8074,MF-32213656,arc,2021-02-18 00:00:00+00:00,"Hydrographic Survey, Off Princess Astrid Coast and  Larsemann Hills (2012 -2013)"
DUPLICATE DATASET,587,NULL,V Samy,2021-02-18 00:00:00+00:00,"Detailed Geological Investigations of the Larsemann Hills (including all the islands and Peninsulas), East Antarctica to evaluate the tectono-metamorphic evolutionary history of Larsemann Hills in the context of reconstr"
DUPLICATE DATASET,8076,MF-1727067754,arc,2021-02-18 00:00:00+00:00,"Detailed Geological Investigations of the Larsemann Hills (including all the islands and Peninsulas), East Antarctica to evaluate the tectono-metamorphic evolutionary history of Larsemann Hills in the context of reconstr"
DUPLICATE DATASET,8070,MF217529550,arc,2021-02-18 00:00:00+00:00,Cosmic ray Dosimetry
DUPLICATE DATASET,581,NULL,V Samy,2021-02-18 00:00:00+00:00,Cosmic ray Dosimetry
DUPLICATE DATASET,7507,MF-142896316,Ashok Kumar Bakshi,2013-12-27 00:00:00+00:00,Cosmic Ray Dosimetry
DUPLICATE DATASET,18,NULL,V Samy,2013-12-27 00:00:00+00:00,Cosmic Ray Dosimetry
DUPLICATE DATASET,586,NULL,V Samy,2021-02-18 00:00:00+00:00,Paleoenvironmental reconstruction from lake sediments of Larsemann Hills and marine sediments of Prydz Bay:  a multi-proxy approach
DUPLICATE DATASET,8075,MF-1169800536,arc,2021-02-18 00:00:00+00:00,Paleoenvironmental reconstruction from lake sediments of Larsemann Hills and marine sediments of Prydz Bay:  a multi-proxy approach
DUPLICATE DATASET,576,NULL,V Samy,2021-02-18 00:00:00+00:00,Measure of Aerosol properties and radiation to understand its effect on radiation forcing over Antarctica.
DUPLICATE DATASET,8065,MF-1502717976,arc,2021-02-18 00:00:00+00:00,Measure of Aerosol properties and radiation to understand its effect on radiation forcing over Antarctica.
DUPLICATE DATASET,578,NULL,V Samy,2021-02-18 00:00:00+00:00,Environmental Monitoring and Health of Indian  Antarctic Station in Pursuit of Antarctica- Treaty-System and its Governance.
DUPLICATE DATASET,8067,MF-302890258,arc,2021-02-18 00:00:00+00:00,Environmental Monitoring and Health of Indian  Antarctic Station in Pursuit of Antarctica- Treaty-System and its Governance.
DUPLICATE DATASET,579,NULL,V Samy,2021-02-18 00:00:00+00:00,"Taxonomic and ecological studies on nematodes of Schirmacher Oasis, East Antarctica"
DUPLICATE DATASET,8068,MF-1989872130,arc,2021-02-18 00:00:00+00:00,"Taxonomic and ecological studies on nematodes of Schirmacher Oasis, East Antarctica"
DUPLICATE DATASET,580,NULL,V Samy,2021-02-18 00:00:00+00:00,Effect of human intervention on Antarctic Microflora
DUPLICATE DATASET,8069,MF1205240488,arc,2021-02-18 00:00:00+00:00,Effect of human intervention on Antarctic Microflora
DUPLICATE DATASET,563,NULL,V Samy,2021-02-17 00:00:00+00:00,"Long-term Glaciological Monitoring in CDML, East Antarctica"
DUPLICATE DATASET,8052,MF-998773651,arc,2021-02-17 00:00:00+00:00,"Long-term Glaciological Monitoring in CDML, East Antarctica"
DUPLICATE DATASET,8034,MF-2023726238,arc,2021-01-22 00:00:00+00:00,"Long-term Glaciological Monitoring in CDML, East Antarctica"
DUPLICATE DATASET,545,NULL,V Samy,2021-01-22 00:00:00+00:00,"Long-term Glaciological Monitoring in CDML, East Antarctica"
DUPLICATE DATASET,568,NULL,V Samy,2021-02-17 00:00:00+00:00,Hydrogeological & Limnological Survey of Lakes in Schirmacher Oasis
DUPLICATE DATASET,8057,MF-621412777,arc,2021-02-17 00:00:00+00:00,Hydrogeological & Limnological Survey of Lakes in Schirmacher Oasis
DUPLICATE DATASET,8056,MF349029746,arc,2021-02-17 00:00:00+00:00,Hydrodynamics of the Indian sector of coastal Antarctica
DUPLICATE DATASET,567,NULL,V Samy,2021-02-17 00:00:00+00:00,Hydrodynamics of the Indian sector of coastal Antarctica
DUPLICATE DATASET,8050,MF-2121442645,arc,2021-02-17 00:00:00+00:00,Hydrographic Survey - off Larsemann Hills and Princess Astrid Coast
DUPLICATE DATASET,561,NULL,V Samy,2021-02-17 00:00:00+00:00,Hydrographic Survey - off Larsemann Hills and Princess Astrid Coast
DUPLICATE DATASET,8027,MF1604147235,arc,2021-01-22 00:00:00+00:00,Hydrographic survey - off Larsemann Hills and Princess Astrid Coast
DUPLICATE DATASET,538,NULL,V Samy,2021-01-22 00:00:00+00:00,Hydrographic survey - off Larsemann Hills and Princess Astrid Coast
